,0,1,2,3,4,5
258,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_153.jpg,0,80,11,116,9
259,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_154.jpg,0,126,82,120,38
260,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_155.jpg,0,127,55,130,22
261,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_156.jpg,0,201,64,145,27
262,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_157.jpg,0,130,16,99,15
263,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_158.jpg,0,175,23,104,6
264,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_159.jpg,0,214,23,129,8
265,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_16.jpg,0,191,71,195,38
266,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_160.jpg,0,187,15,176,12
267,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_161.jpg,0,195,76,99,25
268,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_162.jpg,0,173,100,161,31
269,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_163.jpg,0,97,3,158,37
270,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_164.jpg,0,213,82,146,26
271,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_165.jpg,0,199,85,169,8
272,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_166.jpg,0,136,60,162,51
273,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_167.jpg,0,189,31,118,26
274,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_168.jpg,0,149,89,101,27
275,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_169.jpg,0,172,73,121,7
276,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_17.jpg,0,162,39,183,27
277,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_170.jpg,0,168,67,103,22
278,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_171.jpg,0,193,127,176,70
279,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_172.jpg,0,185,44,167,76
280,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_173.jpg,0,153,66,136,49
281,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_174.jpg,0,168,74,134,40
282,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_175.jpg,0,188,94,131,30
283,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_176.jpg,0,157,66,118,12
284,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_177.jpg,0,127,67,154,71
285,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_178.jpg,0,184,92,150,52
286,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_179.jpg,0,159,66,94,32
287,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_18.jpg,0,209,42,150,21
288,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_180.jpg,0,147,29,138,16
289,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_181.jpg,0,132,36,137,44
290,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_182.jpg,0,159,33,176,15
291,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_183.jpg,0,206,16,97,0
292,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_184.jpg,0,149,21,90,17
293,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_185.jpg,0,146,26,152,0
294,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_186.jpg,0,129,82,85,39
295,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_187.jpg,0,136,43,81,12
296,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_188.jpg,0,132,76,119,25
297,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_189.jpg,0,219,150,85,3
298,C:\Users\mayank\Documents\Datasets\single_object_detection\images\american_pit_bull_terrier_190.jpg,0,101,41,171,81
299,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_10.jpg,0,177,44,187,38
300,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_100.jpg,0,129,89,197,115
301,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_101.jpg,0,106,36,171,61
302,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_102.jpg,0,201,0,224,0
303,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_103.jpg,0,165,109,122,52
304,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_104.jpg,0,129,84,118,54
305,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_105.jpg,0,181,27,163,6
306,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_106.jpg,0,130,90,136,74
307,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_107.jpg,0,208,86,130,0
308,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_108.jpg,0,210,92,154,13
309,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_109.jpg,0,148,26,116,31
310,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_11.jpg,0,164,45,120,19
311,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_110.jpg,0,208,39,142,17
312,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_111.jpg,0,135,86,172,82
313,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_112.jpg,0,188,77,143,65
314,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_113.jpg,0,170,91,199,54
315,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_114.jpg,0,174,101,188,68
316,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_115.jpg,0,155,78,170,18
317,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_116.jpg,0,158,107,140,56
318,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_117.jpg,0,214,106,197,20
319,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_118.jpg,0,181,47,223,7
320,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_119.jpg,0,112,14,138,6
321,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_12.jpg,0,187,78,151,35
322,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_120.jpg,0,113,26,176,16
323,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_121.jpg,0,134,47,187,27
324,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_122.jpg,0,153,59,155,67
325,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_123.jpg,0,144,74,172,24
326,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_124.jpg,0,174,87,132,3
327,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_125.jpg,0,169,89,173,16
328,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_126.jpg,0,174,81,147,28
329,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_127.jpg,0,177,40,223,1
330,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_128.jpg,0,221,5,168,0
331,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_129.jpg,0,223,8,210,2
332,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_13.jpg,0,223,83,153,0
333,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_130.jpg,0,177,16,224,0
334,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_131.jpg,0,127,61,219,38
335,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_132.jpg,0,196,5,201,0
336,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_133.jpg,0,221,0,224,3
337,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_134.jpg,0,224,43,145,7
338,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_135.jpg,0,213,134,203,74
339,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_136.jpg,0,185,16,169,42
340,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_137.jpg,0,69,4,199,147
341,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_138.jpg,0,69,22,190,132
342,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_139.jpg,0,104,40,146,44
343,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_14.jpg,0,213,33,176,8
344,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_140.jpg,0,176,139,143,86
345,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_141.jpg,0,171,34,193,12
346,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_142.jpg,0,181,94,158,13
347,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_143.jpg,0,136,80,130,56
348,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_144.jpg,0,94,41,162,87
349,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_145.jpg,0,102,43,114,32
350,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_146.jpg,0,111,50,164,22
351,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_147.jpg,0,148,75,166,70
352,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_148.jpg,0,168,88,224,78
353,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_149.jpg,0,157,44,120,32
354,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_15.jpg,0,91,20,107,2
355,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_150.jpg,0,195,39,206,0
356,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_151.jpg,0,224,0,216,0
357,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_152.jpg,0,150,48,154,92
358,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_153.jpg,0,159,61,206,19
359,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_154.jpg,0,218,82,211,62
360,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_155.jpg,0,195,98,164,12
361,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_156.jpg,0,150,18,197,24
362,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_157.jpg,0,223,26,183,64
363,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_158.jpg,0,114,78,126,76
364,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_159.jpg,0,140,15,120,26
365,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_16.jpg,0,182,0,219,77
366,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_160.jpg,0,126,34,180,4
367,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_161.jpg,0,155,64,176,10
368,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_162.jpg,0,155,81,102,4
369,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_163.jpg,0,153,77,154,43
370,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_164.jpg,0,217,173,193,109
371,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_165.jpg,0,121,14,179,9
372,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_166.jpg,0,153,74,170,25
373,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_167.jpg,0,163,62,172,47
374,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_168.jpg,0,197,46,224,0
375,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_169.jpg,0,176,94,124,14
376,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_17.jpg,0,210,99,198,39
377,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_170.jpg,0,132,42,215,31
378,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_171.jpg,0,168,49,224,24
379,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_172.jpg,0,82,21,158,51
380,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_173.jpg,0,73,18,135,35
381,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_174.jpg,0,224,26,216,49
382,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_175.jpg,0,134,51,221,83
383,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_176.jpg,0,168,54,206,88
384,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_177.jpg,0,138,13,224,16
385,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_178.jpg,0,153,86,163,52
386,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_179.jpg,0,152,68,189,96
387,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_18.jpg,0,157,67,136,13
388,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_180.jpg,0,136,60,127,33
389,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_181.jpg,0,184,15,224,0
390,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_182.jpg,0,200,8,189,51
391,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_183.jpg,0,180,46,205,6
392,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_184.jpg,0,195,52,197,77
393,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_185.jpg,0,143,83,152,76
394,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_186.jpg,0,118,73,164,93
395,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_187.jpg,0,106,12,138,61
396,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_188.jpg,0,212,86,136,0
397,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_189.jpg,0,119,14,223,35
398,C:\Users\mayank\Documents\Datasets\single_object_detection\images\basset_hound_190.jpg,0,157,63,137,28
399,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_10.jpg,0,173,66,187,34
400,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_100.jpg,0,199,2,129,0
401,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_101.jpg,0,142,83,119,42
402,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_102.jpg,0,162,60,92,44
403,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_103.jpg,0,142,67,150,41
404,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_104.jpg,0,81,20,105,22
405,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_105.jpg,0,199,142,146,67
406,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_107.jpg,0,150,66,147,53
407,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_108.jpg,0,188,30,115,36
408,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_109.jpg,0,139,41,116,16
409,C:\Users\mayank\Documents\Datasets\single_object_detection\images\beagle_110.jpg,0,173,36,120,15
